nct_id,phase,why_stopped,start_date,category,phase_clean
NCT04162873,PHASE2,Insufficient funding,2019-11-27,unknown,PHASE2
NCT02351505,PHASE2,Low patient accrual,May-15,enrollment,PHASE2
NCT02385669,"PHASE1, PHASE2",why study stopped,Apr-15,unknown,PHASE2
NCT03148756,PHASE2,Study stopped due to business reasons.,2017-05-12,strategy/business,PHASE2
NCT05497453,"PHASE1, PHASE2",Sponsor decision to terminate after monotherapy dose escalation.,2022-08-19,strategy/business,PHASE2
NCT05610969,"PHASE1, PHASE2",terminated due to lack of resources,2021-09-01,unknown,PHASE2
NCT05626322,"PHASE1, PHASE2",The trial terminated due to the inability to recruit the planned number of subjects. The decision was not based on any safety and/or efficacy concerns,2023-08-04,efficacy,PHASE2
NCT04950114,PHASE2,Business reasons,2021-07-27,strategy/business,PHASE2
NCT02584647,"PHASE1, PHASE2",Poor enrollment,2015-11-04,enrollment,PHASE2
NCT02326285,"PHASE2, PHASE3","Due to low patient enrollment was stopped. Only one patient could be enrolled. 37 patients were pre-screened, but not into the inclusion criteria (wt-EGFR)",Nov-15,enrollment,PHASE3
NCT05347147,PHASE3,"Following a strategic evaluation of its IIH EVOLVE Phase III clinical trial investigating Presendin™, the Invex Board has made the difficult decision that the continuation of the trial is not viable and therefore the trial has been terminated.",2022-11-18,unknown,PHASE3
NCT02964338,PHASE3,Futility analysis revealed that the primary endpoint is unlikely to be met. There were no safety concerns observed with fremanezumab treatment in the trial.,2017-01-17,safety,PHASE3
NCT05648006,PHASE2,Strategy adjustment,2023-10-17,strategy/business,PHASE2
NCT04515004,PHASE2,Early termination by sponsor due to substantial delays with subjects recruitment,2023-11-20,enrollment,PHASE2
NCT04217304,PHASE2,Unlikely to demonstrate the intended benefit within the planned study design and statistical framework.,2021-02-23,unknown,PHASE2
NCT03203447,PHASE3,"The early termination is due to the results obtained from the sister study, SAPPHIRE (CLS1003-301), which did not meet the 8-week primary efficacy endpoint.",2018-03-05,efficacy,PHASE3
NCT02549755,PHASE2,Poor enrollment,Sep-15,enrollment,PHASE2
NCT04375514,"PHASE1, PHASE2",Business decision,2020-07-30,strategy/business,PHASE2
NCT03225547,PHASE2,side effects (rash),2018-02-12,unknown,PHASE2
NCT04623216,"PHASE1, PHASE2",Study was stopped following a strategic decision from the Sponsor. It was not based on any safety findings or safety concerns with sabatolimab.,2021-09-14,safety,PHASE2
NCT05935085,PHASE2,ANB032 did not meet the primary endpoint in moderate-to-severe atopic dermatitis,2023-06-13,unknown,PHASE2
NCT04269252,PHASE2,Recruitment challenges due to COVID,2020-02-03,enrollment,PHASE2
NCT05279235,PHASE3,Development strategy adjustment,2022-03-14,strategy/business,PHASE3
NCT02839798,PHASE2,Lack of funding and staffing,May-16,unknown,PHASE2
NCT02638909,PHASE2,Lack of Enrollment,Dec-15,enrollment,PHASE2
NCT02129699,PHASE3,"Completion of recruitment was not feasible as accrual was slower than anticipated. Even if a benefit for denosumab could be shown, these results would be of very limited clinical impact by the time they would be available",2015-01-06,enrollment,PHASE3
NCT05220098,"PHASE1, PHASE2",Terminated due to limited anti-cancer activity,2022-04-22,unknown,PHASE2
NCT04339816,PHASE3,Steering Committee decision in accordance with stopping rule 1: Emergence of new data,2020-05-13,unknown,PHASE3
NCT04621149,PHASE2,Unable to recruit participants due to decline in COVID-19.,2020-11-15,enrollment,PHASE2
NCT02336425,PHASE2,This study was terminated due to the efficacy results from an interim analysis (at the end of treatment epoch) of the Phase II study CQGE031B2201 (NCT01716754).,Sep-15,efficacy,PHASE2
NCT04025632,PHASE2,The study was terminated based on the primary efficacy endpoint analysis after the first data lock.,2019-11-07,efficacy,PHASE2
NCT02020278,PHASE3,Issues with recruitment and enrollment made the trial impossible or highly impracticable. Termination of this trial was not due to safety reasons.,2016-04-22,safety,PHASE3
NCT02576444,PHASE2,"The study was paused during COVID and without the ability to initiate the 4th arm in the study, the decision was to terminate the study in 2022.",Nov-15,unknown,PHASE2
NCT03170232,PHASE2,Terminated based on lack of efficacy seen in participants taking danirixin in dose ranging study and Sponsor decision to stop development of danirixin for COPD,2017-10-16,efficacy,PHASE2
NCT04465916,PHASE2,DSMC reviewed results of 26 subjects. New randomizations were stopped. Already randomized subjects were followed up to W40.,2020-05-12,unknown,PHASE2
NCT04492033,"PHASE1, PHASE2",Change of Development Plan,2020-06-22,unknown,PHASE2
NCT03608033,PHASE3,IA did not meet the prespecified primary endpoint.,2018-04-05,unknown,PHASE3
NCT03496298,PHASE3,"Sponsor decision to cancel TRIAL, not related to safety concern",2018-04-27,safety,PHASE3
NCT02626455,PHASE3,Company decided to terminate this study due to study did not meet the primary endpoint.,2016-01-06,unknown,PHASE3
NCT05834543,"PHASE1, PHASE2",This study was closed due to business reasons. Closure was not prompted by any safety or efficacy concerns.,2023-05-26,efficacy,PHASE2
NCT02446132,PHASE3,"The AVP-786 program was discontinued, the recruitment was stopped and all participants are no longer being examined or receiving intervention.",2015-11-13,enrollment,PHASE3
NCT03218384,PHASE2,Unable to complete enrollment as planned.,2017-09-07,enrollment,PHASE2
NCT03661567,PHASE2,slow enrollment,2018-08-09,enrollment,PHASE2
NCT02594163,PHASE2,Sponsor decision based on portfolio prioritization,Oct-15,strategy/business,PHASE2
NCT06281106,"PHASE2, PHASE3","External research funds were canceled, so study could unforunately not be continued",2024-06-20,unknown,PHASE3
NCT04722809,PHASE3,"Difficulties in recruiting patients, compounded by problems extracting data from the device used in the study.",2022-05-25,enrollment,PHASE3
NCT02853604,PHASE3,,2015-12-15,unknown,PHASE3
NCT05966584,PHASE2,Limited amount of eligible participants,2023-07-06,unknown,PHASE2
NCT03592264,"PHASE1, PHASE2",Little evidence of clinical activity in tumor types enrolled,2018-07-02,enrollment,PHASE2
NCT04774809,"PHASE2, PHASE3",terminated by sponsor,2020-01-29,unknown,PHASE3
NCT02248701,PHASE2,Enrollment difficulties,2017-04-27,enrollment,PHASE2
NCT03407430,PHASE2,Low patient accrual,2016-01-27,enrollment,PHASE2
NCT04544007,PHASE2,The closure of the study is due to the lack of enrollment and the lack of evaluable patients.,2022-02-08,enrollment,PHASE2
NCT03577899,PHASE3,desired primary endpoint was not met,2018-09-25,unknown,PHASE3
NCT02855164,PHASE2,,2016-08-01,unknown,PHASE2
NCT03476993,PHASE2,Sponosor's decision,2018-04-27,unknown,PHASE2
NCT03944512,PHASE3,participants are no longer being examined or receiving intervention,2019-07-17,unknown,PHASE3
NCT03068130,PHASE3,The company determined that continued exposure of these high-risk PH patients to clinic or in-person visits during the COVID pandemic presented an unacceptable risk.,2017-04-18,enrollment,PHASE3
NCT04760665,PHASE2,lack of elegible population,2021-10-04,unknown,PHASE2
NCT02512809,PHASE3,PI moving to another institution.,Jul-15,unknown,PHASE3
NCT02535247,"PHASE1, PHASE2",Merck no longer providing drug for study,2016-01-05,unknown,PHASE2
NCT04899271,PHASE2,low recruitment rate,2020-12-14,enrollment,PHASE2
NCT04243109,PHASE2,Low recruitment rate. Lack of interest of the sponsor.,2017-02-23,enrollment,PHASE2
NCT04064684,PHASE2,Enrollment difficulties after the start of the COVID-19 pandemic.,2020-02-04,enrollment,PHASE2
NCT05171049,PHASE3,Sponsor decision,2022-05-05,strategy/business,PHASE3
NCT05195749,PHASE2,Low Enrollment,2022-01-13,enrollment,PHASE2
NCT06509958,PHASE2,Sponsor's R\&D Strategy adjusted,2024-08-20,strategy/business,PHASE2
NCT05269355,"PHASE2, PHASE3",Business decision,2022-05-23,strategy/business,PHASE3
NCT04399239,"PHASE1, PHASE2","Company decision, not safety related.",2021-08-09,safety,PHASE2
NCT04370236,"PHASE2, PHASE3",Futility,2020-10-21,unknown,PHASE3
NCT04864392,PHASE2,Study early terminated due to lack of effect (did not meet primary/ secondary endpoints). This decision was not linked to safety concerns,2021-05-31,efficacy,PHASE2
NCT03955471,PHASE2,The study will not resume based on the results of a planned interim analysis that showed futility,2019-10-03,unknown,PHASE2
NCT02767934,PHASE2,Terminated due to lack of efficacy,2017-01-13,efficacy,PHASE2
NCT02715804,PHASE3,Sponsor decision,2016-03-14,strategy/business,PHASE3
NCT04137887,PHASE3,Enrollment terminated due to the COVID-19 pandemic,2019-11-04,enrollment,PHASE3
NCT03976648,PHASE2,The benefit-risk profile no longer supports continuing the studies,2019-07-18,unknown,PHASE2
NCT04984876,PHASE3,Study terminated by sponsor,2021-12-07,unknown,PHASE3
NCT03594955,"PHASE1, PHASE2",Sponsor decision,2018-10-24,strategy/business,PHASE2
NCT06198426,"PHASE1, PHASE2",The company's development strategy has been adjusted,2024-08-19,strategy/business,PHASE2
NCT05441826,PHASE2,Sponsor change,2022-05-03,unknown,PHASE2
NCT05886491,"PHASE1, PHASE2",Sponsor decision (No safety concern),2023-07-11,safety,PHASE2
NCT03142191,PHASE2,Business objectives have changed.,2017-07-26,strategy/business,PHASE2
NCT04774250,PHASE2,Low accrual,2021-11-10,unknown,PHASE2
NCT02291055,"PHASE1, PHASE2",,Apr-15,unknown,PHASE2
NCT02274740,PHASE2,Sponsor decision not related to safety reasons,Apr-15,safety,PHASE2
NCT02466243,PHASE2,Sponsor terminated open-label extension.,Jun-15,unknown,PHASE2
NCT05300958,PHASE2,Difficulty accruing subjects the study accrual was closed.,2022-03-21,unknown,PHASE2
NCT05182476,PHASE2,Failed to meet the primary endpoint,2021-12-07,unknown,PHASE2
NCT03724084,"PHASE1, PHASE2",Other - Study agent no longer available,2019-04-10,unknown,PHASE2
NCT04445389,"PHASE1, PHASE2",The sponsor decided to change the investigational product for a strategic reason.,2020-06-17,unknown,PHASE2
NCT05500508,"PHASE1, PHASE2",Required re-formulation of DFMO from IV to capsule to maintain safety,2022-11-29,safety,PHASE2
NCT04035668,PHASE2,Sponsor's decision,2019-07-12,unknown,PHASE2
NCT05993143,PHASE3,"Study was stopped because no statistically significant difference was observed in the interim analysis. With high vaccine rates in those over 50 and an expected low incidence, it would not be feasible to complete recruitment within a short period.",2021-01-18,enrollment,PHASE3
NCT02053350,PHASE2,Funding ended,Apr-15,unknown,PHASE2
NCT02587351,PHASE3,Futility,2016-05-01,unknown,PHASE3
NCT04029688,"PHASE1, PHASE2",Study was terminated by the sponsor based on insufficient tolerability and efficacy to proceed beyond Part 1b.,2020-01-27,efficacy,PHASE2
NCT06884683,PHASE2,slow enrollment,2020-09-17,enrollment,PHASE2
NCT05085366,PHASE3,"The Sponsor decided to terminate the study after it did not meet the primary efficacy endpoint at final analysis. The safety profile was consistent with prior studies, and no safety concerns were raised by the Data and Safety Monitoring Board.",2021-10-26,efficacy,PHASE3
NCT04509466,"PHASE1, PHASE2",The sponsor has adjusted its R\&D strategy.,2020-09-15,strategy/business,PHASE2
NCT03767829,"PHASE1, PHASE2",The sponsor decided not to proceed with Part B for business reasons.,2018-12-05,strategy/business,PHASE2
NCT04789096,PHASE2,Stopped on the recommendation of the BCT Independent Data and Monitoring Committee,2023-03-07,unknown,PHASE2
NCT04076761,PHASE2,Lack of Funding,2019-12-11,unknown,PHASE2
NCT05071183,"PHASE1, PHASE2",Inability to achieve and optimize a dose that could provide a positive benefit risk profile,2021-09-23,unknown,PHASE2
NCT05071053,PHASE2,"Sponsor decision, the decision is not related to any safety concern.",2021-11-16,safety,PHASE2
NCT04579679,PHASE2,Sponsor decision,2021-08-13,strategy/business,PHASE2
NCT05126303,PHASE2,Enrollment discontinued following DMC recommendation based on futility with regards to primary endpoint,2022-03-31,enrollment,PHASE2
NCT06423794,PHASE2,Business Decision,2024-06-24,strategy/business,PHASE2
NCT04243551,PHASE2,Due to low enrollment related to Covid.,2019-11-01,enrollment,PHASE2
NCT03186937,PHASE2,funding and slow enrollment,2017-08-10,enrollment,PHASE2
NCT05893537,PHASE2,The trial was closed as part of a strategic business decision.,2023-06-16,strategy/business,PHASE2
NCT02352753,PHASE3,The study was stopped earlier than planned due to safety concerns about high levels of calcium in the blood of the participants,2015-06-24,safety,PHASE3
NCT04269395,PHASE3,The study was terminated early as per Sponsor's decision,2020-04-07,unknown,PHASE3
NCT04498377,PHASE2,There have been significant changes in the FDA guidelines and clinical standard of care,2021-01-26,unknown,PHASE2
NCT02595996,PHASE2,Lack of funding,2017-06-07,unknown,PHASE2
NCT02605122,"PHASE2, PHASE3",Development not proceeding,Apr-16,unknown,PHASE3
NCT04353037,PHASE2,As enrollment began external studies called into question the safety and efficacy of hydroxychloroquine as a treatment which resulted in controversy. The timing of the controversy significantly impacted our ability to enroll and retain participants.,2020-04-07,efficacy,PHASE2
NCT03141086,PHASE2,CLML134X2201 was terminated due to business reasons and not to safety findings,2017-07-26,safety,PHASE2
NCT02895373,PHASE2,After completion of pilot study (n=50) no effect on primary outcome and limited feasibility of recruitment and study procedures,Jul-16,enrollment,PHASE2
NCT05439941,PHASE2,Parent Study (NCT05121480) did not meet the primary endpoint.,2022-06-06,unknown,PHASE2
NCT04059094,PHASE2,Not due to safety reasons,2019-09-16,safety,PHASE2
NCT02560051,PHASE2,Slow accrual; resource re-allocation,Nov-15,unknown,PHASE2
NCT06290388,"PHASE1, PHASE2",Sponsor cancelled study,2024-03-07,unknown,PHASE2
NCT04964414,"PHASE1, PHASE2",Slow recruitment,2021-09-30,enrollment,PHASE2
NCT02404506,PHASE2,"The trial was prematurely terminated as of 22.07.2021 as per SAKK board decision board decision from 14th of November 2020. The trial was terminated after the primary endpoint was analyzed, which was the case end of December 2020.",2015-08-17,unknown,PHASE2
NCT05070247,"PHASE1, PHASE2",Clinical Futility of TAK 500 met. No further development with this compound,2022-04-14,unknown,PHASE2
NCT04387448,PHASE2,Business reasons,2020-07-28,strategy/business,PHASE2
NCT03265132,PHASE3,Meeting enrolment target (81 pat) will not be feasible within reasonable time.,2017-09-26,unknown,PHASE3
NCT02644252,PHASE3,The trial was ended prematurely because of a poor accrual rate,Jan-16,unknown,PHASE3
NCT03745898,PHASE3,Low feasibility of completion within the study period due to delayed site activation and slow participant accrual,2019-04-15,unknown,PHASE3
NCT02994784,PHASE2,"Slow Accrual during COVID pandemic, alternative treatments available. Study halted early.",2018-01-08,unknown,PHASE2
NCT03570476,PHASE2,Terminated due to slow accrual,2018-09-11,unknown,PHASE2
NCT04225676,PHASE2,Terminated due to slow enrollment,2020-10-19,enrollment,PHASE2
NCT02736448,PHASE2,"Following the publication in the Official Journal of the reclassification of the drug LUTATHERA in band H, it was decided to close the enrolment early on 30/Aug/19.",May-16,unknown,PHASE2
NCT03514836,"PHASE1, PHASE2",insufficient accrual,2018-05-23,unknown,PHASE2
NCT03584009,PHASE2,"Sponsor's decision, no safety concerns.",2018-09-06,safety,PHASE2
NCT04633187,PHASE2,Study was terminated due to a strategic business decision and not due to safety concerns.,2021-07-07,safety,PHASE2
NCT04847921,"PHASE2, PHASE3",Delays in recruitment due to COVID-19 and higher than acceptable loss to followup.,2021-04-30,enrollment,PHASE3
NCT03085004,PHASE3,Grant ended,2019-04-12,unknown,PHASE3
NCT05243719,"PHASE1, PHASE2",Sponsor decision,2022-03-14,strategy/business,PHASE2
NCT05650567,PHASE2,Based on interim analyses for futility,2023-01-19,unknown,PHASE2
NCT05074992,PHASE2,Support withdrawn from drug company supplying IMP,2022-08-24,unknown,PHASE2
NCT03532009,PHASE2,Study stopped early due to the COVID-19 pandemic,2018-06-26,unknown,PHASE2
NCT04220632,"PHASE1, PHASE2",Adverse events of the first patient,2020-06-18,safety,PHASE2
NCT03215030,"PHASE1, PHASE2",Terminated by the sponsor for strategic reasons,2017-10-04,unknown,PHASE2
NCT03668392,PHASE2,low enrollment rate,2020-06-25,enrollment,PHASE2
NCT05172115,PHASE3,Due to the COVID-19 pandemic,2018-12-22,unknown,PHASE3
NCT04346615,"PHASE2, PHASE3",Lack of enrollment due to evolution of COVID-19 pandemic with reduction in patients at risk for severe disease and growing number of effective alternative therapies,2020-04-25,enrollment,PHASE3
NCT04338828,PHASE2,Absence of patients meeting criteria following initial COVID surge. DMSB recommended analysis of results to date and early closure.,2020-04-18,enrollment,PHASE2
NCT06079736,PHASE2,PGN-EDO51 development terminated by Sponsor,2024-01-03,unknown,PHASE2
NCT04102111,PHASE2,"IAC completed review of futility analysis data \& determined that futility criteria were met. As a result, Janssen made decision to stop trial immediately.",2019-09-23,unknown,PHASE2
NCT03866200,PHASE2,Inability to recruit target number,2019-06-29,enrollment,PHASE2
NCT03646344,PHASE3,COVID,2019-03-12,unknown,PHASE3
NCT02258464,PHASE2,Due to lower than expected recruitment since the start of study,2015-03-02,enrollment,PHASE2
NCT03076281,PHASE2,Insufficient staff to conduct the trial,2017-04-03,unknown,PHASE2
NCT03614728,"PHASE1, PHASE2",Trial terminated due to internal review of clinical data in context of indication under investigation,2018-10-16,unknown,PHASE2
NCT05942911,PHASE2,Recruitment challenges,2023-11-22,enrollment,PHASE2
NCT02504099,PHASE3,Study stopped due to low enrollment,Jul-15,enrollment,PHASE3
NCT04248712,PHASE2,low enrollment,2020-07-10,enrollment,PHASE2
NCT02523898,PHASE2,"unfortunately due to COVID 19and social problems following it,we were unable to reach the estimated sample size.Evantually we could have only 151 patients .",Nov-15,enrollment,PHASE2
NCT02519439,PHASE3,Ganaxolone missed its primary endpoint in the double-blind portion of the 1042-0603 study. Due to this outcome Marinus discontinued this extension study.,Feb-15,unknown,PHASE3
NCT04558892,"PHASE2, PHASE3",The primary objectives were achieved.,2015-10-01,unknown,PHASE3
NCT04032171,PHASE3,"Following analysis of open label extension (OLE) data from RMS phase 2 study (MS200527- 0086), it was determined that a change in active comparator warranted in phase 3 RMS comprised of trial MS200527-0074. Consequently, this trial terminated early.",2019-09-10,unknown,PHASE3
NCT04210037,"PHASE1, PHASE2",Sponsor decision,2020-08-20,strategy/business,PHASE2
NCT02779777,PHASE2,Lack of efficacy,2016-06-01,efficacy,PHASE2
NCT02412371,"PHASE1, PHASE2","Phase 2 was not conducted due to a change in the standard of care for newly diagnosed, unresectable Stage III NSCLC",2015-04-30,unknown,PHASE2
NCT02914600,PHASE3,development program for filgotinib for participants with Crohn's disease has been stopped,2017-03-17,unknown,PHASE3
NCT03682601,PHASE2,pandemic,2018-08-30,unknown,PHASE2
NCT02414165,"PHASE2, PHASE3",Sponsor Decision,2015-11-30,strategy/business,PHASE3
NCT02525302,PHASE2,Dosing stopped,May-15,unknown,PHASE2
NCT03411031,PHASE2,Sponsor no longer providing drug,2018-10-04,unknown,PHASE2
NCT02291237,"PHASE2, PHASE3",,2015-02-05,unknown,PHASE3
NCT02187367,PHASE3,Sponsor decision based on slow recruitment and new emerging drug combinations,May-15,enrollment,PHASE3
NCT02579265,PHASE3,Outcome of a planned interim analysis was that the sample size required to show superiority was too high to be feasible. Fresenius Kabi requested termination to the FDA on 17 Jan 2020. FDA accepted termination by written response on 16 Apr 2020.,Dec-15,unknown,PHASE3
NCT05996744,"PHASE2, PHASE3",Study was terminated by Sponsor; the decision was not due to any safety findings.,2023-12-26,safety,PHASE3
NCT02976038,PHASE2,Registration trial did not meet the primary end points,Dec-16,unknown,PHASE2
NCT02927938,PHASE3,Study terminated 7/23/2019 due to limited participation and testing challenges.,Sep-16,unknown,PHASE3
NCT02584634,"PHASE1, PHASE2",The study was terminated since there was no need for further safety or efficacy data to be collected. The participants having benefit from the Investigational treatments have been moved to a continuation study (NCT05059522),2015-12-18,efficacy,PHASE2
NCT04189952,PHASE2,Investigator Decision,2020-09-22,unknown,PHASE2
NCT05570409,"PHASE2, PHASE3",Premature end of recruitment due to lack of eligible patients. Within two years of recruitment only nine patients could be randomized out of 130 required patients as per trial protocol.,2023-03-28,enrollment,PHASE3
NCT02305563,"PHASE1, PHASE2","Business objectives have changed, slow accrual, the standard of care for the patient population changed and we were unable to accrue any longer.",2015-01-27,enrollment,PHASE2
NCT04575584,"PHASE2, PHASE3",Business reasons,2020-10-19,strategy/business,PHASE3
NCT05582707,PHASE2,Loss of Financial Sponsor,2023-05-08,unknown,PHASE2
NCT06736509,PHASE3,Study AXS-05-AD-305 was terminated due to completion of overall program objectives.,2024-11-21,unknown,PHASE3
NCT04826484,PHASE3,Met futility threshold at interim analysis,2021-10-01,unknown,PHASE3
NCT03550352,PHASE2,expiration of study product; end of study product availability,2021-08-20,unknown,PHASE2
NCT04965311,PHASE2,low enrollment,2023-03-01,enrollment,PHASE2
NCT03962634,PHASE2,Drug is no longer being manufactured,2019-08-28,unknown,PHASE2
NCT02531633,PHASE3,GSK decision to return rights to sirukumab to Janssen and discontinue sirukumab development in giant cell arteritis.,2015-10-16,unknown,PHASE3
NCT04253236,PHASE2,Sponsor decision,2020-08-11,strategy/business,PHASE2
NCT05251909,PHASE3,The study was terminated by the Sponsor based on emerging evidence in the pathology of eosinophilic upper gastrointestinal diseases. Recruitment for the study was terminated and only a small number of patients were recruited.,2022-01-18,enrollment,PHASE3
NCT03262116,"PHASE2, PHASE3",Devices are not available,2019-03-19,unknown,PHASE3
NCT04051996,PHASE2,Unable to accrue patients following COVID-19 study pause.,2019-12-06,enrollment,PHASE2
NCT03572062,PHASE2,"Study halted prematurely by sponsor and will not resume, participants are no longer being examined or receiving intervention.",2018-06-05,unknown,PHASE2
NCT05231603,PHASE3,Poor response,2022-02-16,unknown,PHASE3
NCT04064827,PHASE3,Company Decision,2020-09-16,strategy/business,PHASE3
NCT04522466,PHASE3,Stop of the study by competent authority (ANSM),2020-04-03,unknown,PHASE3
NCT02534129,"PHASE1, PHASE2",Insufficient dermatitis was seen in the controls to allow any determination of protection by Difinsa53,Aug-15,unknown,PHASE2
NCT04327986,"PHASE1, PHASE2",Study closed to accrual due to the worsening risk: benefit ratio for participants receiving bintrafusp alfa (M7824).,2021-06-15,unknown,PHASE2
NCT02722083,PHASE2,,2016-05-07,unknown,PHASE2
NCT03631641,PHASE2,Sponsor decision,2018-10-04,strategy/business,PHASE2
NCT04128696,PHASE3,The trial was stopped by the sponsor based on assessment of the clinical data,2019-11-21,unknown,PHASE3
NCT04282603,"PHASE1, PHASE2",Grant Transfer Not Approved,2019-04-18,unknown,PHASE2
NCT02521051,"PHASE1, PHASE2",slow accrual,2015-09-28,unknown,PHASE2
NCT03052270,PHASE3,Former PI Left the Institution,Jan-17,unknown,PHASE3
NCT02696954,"PHASE1, PHASE2",,2016-11-18,unknown,PHASE2
NCT04680286,PHASE3,Slow recruitment due to covid-19 and organizational changes.,2020-11-16,enrollment,PHASE3
NCT04150562,PHASE2,This study was terminated early due to manufacturer withdrawal of support (study medication) due to lack of enrollment.,2020-05-26,enrollment,PHASE2
NCT03532542,PHASE3,The trial was stopped to reduce the clinical trial burden on participants while ensuring continued treatment via a post-trial access program with commercially available casimersen and golodirsen. Study was not terminated due to safety concerns.,2018-08-02,safety,PHASE3
NCT02545283,PHASE3,The study was stopped for futility based on efficacy results at the interim analysis; no unexpected safety findings were observed.,2015-12-30,efficacy,PHASE3
NCT03430466,PHASE2,Recruiting was not possible,2017-06-22,enrollment,PHASE2
NCT04454788,PHASE3,Loss of equipoise in the 0-4.5h population which comprised the majority of ETERNAL-LVO trial recruitment due to publication of other trials demonstrating efficacy of tenecteplase vs alteplase in the 0-4.5h time window.,2020-08-01,efficacy,PHASE3
NCT03340883,"PHASE1, PHASE2",No objective responses observed following completion of Phase 1 dose-escalation,2017-11-15,unknown,PHASE2
NCT02418754,PHASE2,No additional efficacy seen with REGN2176-3 over aflibercept alone,2015-05-05,efficacy,PHASE2
NCT02473094,PHASE2,Slow Accrual,Jul-15,unknown,PHASE2
NCT02721056,"PHASE1, PHASE2","The RP2D for intratumoral injection was determined. With the changing practice of medicine for HCC, it was decided to design an independent Phase II clinical study.",2016-01-28,unknown,PHASE2
NCT02719990,PHASE2,Phase 3 clinical trial of somavaratan in pediatric growth hormone deficiency (PGHD) did not meet its primary endpoint of non-inferiority.,2016-02-11,unknown,PHASE2
NCT05849246,PHASE2,"strategy terminates development, the decision is not due to any safety-related issues",2023-07-31,safety,PHASE2
NCT04090697,"PHASE1, PHASE2",FDA withdrawal of Oxandrin NDA and generic ANDAs,2019-12-20,unknown,PHASE2
NCT04208997,PHASE3,Study was terminated due to low accrual,2019-12-19,unknown,PHASE3
NCT05074420,PHASE3,Study terminated due to an inability to enroll participants.,2021-12-21,enrollment,PHASE3
NCT02605083,"PHASE1, PHASE2","The study was terminated after determination of the RP2D, prior to opening expansion cohorts)",2015-12-03,unknown,PHASE2
NCT03933956,PHASE3,Study terminated owing to challenges posed by the COVID-19 situation.,2020-01-09,unknown,PHASE3
NCT03931551,PHASE2,Very slow recruitment due to subject profile,2019-04-30,enrollment,PHASE2
NCT04853329,"PHASE1, PHASE2",Business reasons,2021-12-13,strategy/business,PHASE2
NCT03548051,"PHASE1, PHASE2",Low enrollment,2019-01-11,enrollment,PHASE2
NCT04227769,PHASE2,Too low recruitment in group with patients with diabetes.,2020-01-13,enrollment,PHASE2
NCT03841773,PHASE3,Interim Analysis results,2019-03-07,unknown,PHASE3
NCT02876094,PHASE2,Terminated: Study halted prematurely and will not resume; participants are no longer being examined or receiving intervention,2019-01-29,unknown,PHASE2
NCT02127073,PHASE2,Could not identify collaborator and secure additional funding after transferring the record to Montefiore Medical Center,2015-01-30,unknown,PHASE2
NCT05836883,"PHASE1, PHASE2",Enrollment challenges.,2023-08-28,enrollment,PHASE2
NCT03759041,PHASE2,"Due to the lack of a clinical efficacy signal in the induction treatment phase, Seres closed the dosing phases of open label and maintenance portions of the study. Patients who had received prior doses were followed for safety data.",2018-12-19,efficacy,PHASE2
NCT04421456,PHASE2,This study was terminated based on a business decision by the Sponsor.,2020-08-18,strategy/business,PHASE2
NCT02819869,PHASE2,insufficient for the fund,2016-08-01,unknown,PHASE2
NCT03585062,PHASE2,The paclitaxel-albumin halt production.,2017-11-20,unknown,PHASE2
NCT02343549,PHASE2,closed to accrual due to low accrual,Jan-15,unknown,PHASE2
NCT04524949,PHASE2,No efficacy at primary analysis after 1 year. Long term follow-up stopped,2020-12-29,efficacy,PHASE2
NCT06191289,PHASE2,Funding changes necessitated the preliminary conclusion of the study; it will be used for feasibility data.,2024-03-16,unknown,PHASE2
NCT04377620,PHASE3,Study terminated by sponsor,2020-05-24,unknown,PHASE3
NCT04343248,PHASE3,Study recruitment was halted prematurely as widespread vaccination of the study population made completion infeasible.,2020-05-12,enrollment,PHASE3
NCT03540485,"PHASE1, PHASE2","Early termination due to operational feasibility reasons, resulting from a slow recruitment rate and logistical and financial difficulties that prevent reaching the planned sample size within the study schedule.",2019-11-29,enrollment,PHASE2
NCT03287050,PHASE2,due to changing therapeutic landscape in metastatic bladder cancer and lack of radiation/immunotherapy systemic synergy in other malignancies,2018-01-24,unknown,PHASE2
NCT03446040,"PHASE1, PHASE2",Business objectives have changed,2018-03-08,strategy/business,PHASE2
NCT02479490,PHASE2,,2015-09-22,unknown,PHASE2
NCT03254160,PHASE2,Administrative,2017-11-13,unknown,PHASE2
NCT03567291,PHASE3,The parent trials did not meet the primary endpoints of reduction in motor and phonic tics.,2018-05-25,unknown,PHASE3
NCT05088460,PHASE2,Sponsor Decision,2022-02-28,strategy/business,PHASE2
NCT03596125,"PHASE2, PHASE3",difficulty of recruitment,2018-11-05,enrollment,PHASE3
NCT05348889,"PHASE1, PHASE2",Sponsor's Research and Development strategy adjustment,2022-08-30,strategy/business,PHASE2
NCT04365660,PHASE2,lack of accrual with no intent of continuing,2021-01-28,unknown,PHASE2
NCT04259450,"PHASE1, PHASE2",Enrollment into expansion cohorts in Phase 2 part was terminated due to sponsor decision,2020-04-07,enrollment,PHASE2
NCT02931253,PHASE2,Recruitment issue: Enrollment expectation not met,2017-04-11,enrollment,PHASE2
NCT02350777,PHASE2,Lack of accrual,2015-01-21,unknown,PHASE2
NCT03330457,PHASE2,Ended prematurely,2015-08-06,unknown,PHASE2
NCT04762875,PHASE2,This study was voluntarily terminated due to a business decision not to proceed and not due to any safety issue,2021-06-16,safety,PHASE2
