nct_id,phase,why_stopped,start_date,category,phase_clean
NCT02769624,PHASE2,Study was stopped early due to inability to recruit additional participants,2017-02-21,enrollment,PHASE2
NCT04402073,PHASE2,Poor accrual,2022-11-11,unknown,PHASE2
NCT02982694,PHASE2,"The results of the interim analysis showed that the efficacy in the MSS subgroup (MSI like) is inferior to the expected, and this situation is very unlikely to be reversed if the trial is fully completed.",2017-11-24,efficacy,PHASE2
NCT04026997,PHASE2,Terminated based on Sponsor decision due to lot recall of GEBT kits impacting the primary endpoint evaluation for Dose 2 and Dose 3.,2019-09-11,strategy/business,PHASE2
NCT05178862,PHASE3,Termination is not related to safety or efficacy concerns for Ibrexafungerp. GSK's decision is to focus efforts and resources on commercialization of Ibrexafungerp for the already approved VVC and rVVC indications.,2022-08-03,efficacy,PHASE3
NCT05525286,"PHASE1, PHASE2",Trial terminated by Sponsor based on benefit- risk reassessment,2022-03-31,unknown,PHASE2
NCT03121586,PHASE3,,Jan-17,unknown,PHASE3
NCT02627573,PHASE2,Poor recruitment,Jul-15,enrollment,PHASE2
NCT04927169,PHASE2,POOR ACCRUAL,2021-03-01,unknown,PHASE2
NCT05342623,PHASE3,Corporate decision to discontinue work in advanced chronic kidney disease.,2022-05-17,unknown,PHASE3
NCT03986996,PHASE2,There is no feasibility to conduct the study,2019-07-25,unknown,PHASE2
NCT03354962,"PHASE1, PHASE2",Slow recruitment rate,2018-10-15,enrollment,PHASE2
NCT05849727,PHASE2,Per sponsor request.,2023-08-30,unknown,PHASE2
NCT03891173,PHASE2,Study was halted at this time due to other budgetary priorities. Completion of reporting has been delayed first due to covid restrictions and more recently due to war in Ukraine.,2019-02-19,unknown,PHASE2
NCT04734873,PHASE3,Sponsor decision. Not related to safety issues.,2021-02-25,safety,PHASE3
NCT04795141,PHASE2,The sponsor's development strategy is adjusted.,2021-08-24,strategy/business,PHASE2
NCT06818305,PHASE2,The patient enrollment rate is proceeding too slowly,2025-01-01,enrollment,PHASE2
NCT06173505,"PHASE1, PHASE2",Business Decision,2023-12-27,strategy/business,PHASE2
NCT04030429,PHASE2,Patients were recruited during screen phase but fewer patients met criteria.,2019-09-01,enrollment,PHASE2
NCT03957551,"PHASE1, PHASE2",Study was terminated early due to changes in the treatment of melanoma,2019-08-27,unknown,PHASE2
NCT06067061,"PHASE1, PHASE2",insufficient recruitment,2024-04-05,enrollment,PHASE2
NCT03825341,PHASE2,The study terminated early due to challenges with recruitment during the COVID pandemic.,2019-06-10,enrollment,PHASE2
NCT04335305,PHASE2,Recruitment issues,2020-04-09,enrollment,PHASE2
NCT05130866,"PHASE2, PHASE3",Study was terminated due to sponsor decision. This decision was not related to safety concerns with REC-2282.,2022-06-20,safety,PHASE3
NCT03154827,"PHASE1, PHASE2",Due to lack of enrollment,2018-01-08,enrollment,PHASE2
NCT04305327,PHASE3,Early terminated due to difficulty recruiting participants,2022-12-07,enrollment,PHASE3
NCT03042169,PHASE3,default inclusion,2021-08-25,unknown,PHASE3
NCT02423954,"PHASE1, PHASE2",Investigator no longer at site to enroll patients or write up data,Apr-15,enrollment,PHASE2
NCT04177602,"PHASE1, PHASE2","Due to the amended therapy strategies for rectal cancer recently, it was decided not to transfer the study to the phase II part, as superiority over standard chemoradiation and transfer to a new therapy standard are increasingly unlikely.",2019-11-04,unknown,PHASE2
NCT03330405,"PHASE1, PHASE2",The study was terminated since there was no need for further safety or efficacy data to be collected. The participants having benefit from the investigational treatments have been moved to a continuation study (NCT05059522).,2017-10-19,efficacy,PHASE2
NCT02551731,PHASE2,Sponsor elected not to continue with study,2016-01-27,unknown,PHASE2
NCT02572453,PHASE2,Drug supply issues,2016-04-04,unknown,PHASE2
NCT04757636,PHASE3,The primary endpoint was not achieved in the study.,2021-03-12,unknown,PHASE3
NCT04113616,"PHASE1, PHASE2","In September 2023, the study was terminated because of a Sponsor decision, unrelated to safety concerns.",2019-09-25,safety,PHASE2
NCT05954143,PHASE2,Sponsor Decision,2023-11-30,strategy/business,PHASE2
NCT04447404,PHASE2,low enrollment,2020-09-21,enrollment,PHASE2
NCT04633447,PHASE2,The study primary endpoint was not met,2020-12-10,unknown,PHASE2
NCT05883449,PHASE2,Due to sponsor decision,2023-10-10,strategy/business,PHASE2
NCT03722238,PHASE3,Study was terminated on 18NOV2020 after an FDA meeting where it was determined no further actual use data was needed. There were no safety concerns.,2018-12-27,safety,PHASE3
NCT06613685,"PHASE2, PHASE3",Sponsor decision to terminate study.,2024-10-21,strategy/business,PHASE3
NCT04883840,"PHASE2, PHASE3","Due to the university's termination of its contract with the online questionnaire platform, we decided to discontinue the study before reaching the anticipated sample size.",2020-10-22,unknown,PHASE3
NCT05955040,PHASE2,The study has closed due to difficulty in enrollment.,2023-07-11,enrollment,PHASE2
NCT02956889,PHASE2,low recruitment rate,Oct-16,enrollment,PHASE2
NCT04209725,PHASE2,Closed due to slow enrollment,2020-06-03,enrollment,PHASE2
NCT05009732,PHASE3,Sponsor's decision,2021-09-30,unknown,PHASE3
NCT04208698,PHASE2,Trial was terminated due to the impact of COVID-19 on trial activities.,2020-02-17,unknown,PHASE2
NCT02663752,PHASE2,,2016-05-30,unknown,PHASE2
NCT02831933,PHASE2,Lack of funding,2017-02-15,unknown,PHASE2
NCT04615949,"PHASE2, PHASE3","The changing nature of COVID-19 including a more vaccinated population, increasing natural population immunity, milder variants and other related factors has meant that it is no longer realistic to recruit the patients in a reasonable time frame.",2021-04-30,enrollment,PHASE3
NCT05577715,PHASE2,Business objectives have changed,2022-11-14,strategy/business,PHASE2
NCT04566133,PHASE2,Slow accrual,2022-02-15,unknown,PHASE2
NCT03423147,PHASE2,"Poor enrollment, inability to achieve required number of subjects",2018-10-05,enrollment,PHASE2
NCT04421508,PHASE3,Futility,2020-07-12,unknown,PHASE3
NCT02452463,PHASE2,low accrual,2015-06-29,unknown,PHASE2
NCT02942758,PHASE2,Due to financial reasons.,2017-04-10,unknown,PHASE2
NCT02706626,PHASE2,Did not meet enrollment objectives.,2017-03-09,enrollment,PHASE2
NCT03905343,PHASE3,Feasibility (low patient accrual and financial reasons),2019-06-25,enrollment,PHASE3
NCT02469415,PHASE2,FDA Clinical Hold,2015-09-30,unknown,PHASE2
NCT03999515,PHASE2,Terminated due to slow accrual,2020-04-27,unknown,PHASE2
NCT05053035,PHASE2,"The Sponsor is considering a subsequent study in ALS, potentially with different inclusion/exclusion criteria.",2021-09-02,unknown,PHASE2
NCT05370976,PHASE2,Inclusion difficulties,2022-09-13,unknown,PHASE2
NCT03727633,PHASE2,"Enrollement rythm low, funding body decision.",2018-07-19,enrollment,PHASE2
NCT04951115,PHASE2,The study was terminated early due to low accrual.,2021-07-12,unknown,PHASE2
NCT04768504,PHASE2,"sponsor decision, due to low recruitment rate",2022-03-22,enrollment,PHASE2
NCT03400852,PHASE2,Slow enrollment,2018-07-27,enrollment,PHASE2
NCT05101915,PHASE2,TSC recommended early termination due to lack of futility of the trial.,2021-11-01,unknown,PHASE2
NCT02558972,PHASE2,Could not recruit adequate numbers. Largely closed by COVID risk.,Sep-15,enrollment,PHASE2
NCT03602495,PHASE3,"Based on IDMC's recommendations during the interim analysis""the trial has reached the goal of early termination of the trial"". the sponsor communicating with CDE, CDE agreed to unblind the trial and submit a NDA.",2018-08-29,unknown,PHASE3
NCT04958031,PHASE2,Sponsor Decision - Not Safety Related,2021-06-22,safety,PHASE2
NCT04814875,"PHASE1, PHASE2","For technical reasons, it was decided by the sponsor to close the ongoing ovarian cancer study, AM ATX101-03, immediately.",2021-09-01,unknown,PHASE2
NCT04431466,PHASE2,"Preliminary data from a pilot study suggest that the administration of ivermectin in patients with SARS-CoV-2 is safe, reducing symptoms and viral load. The antiviral effects of ivermectin appear to depend on the dose administered.",2020-07-01,enrollment,PHASE2
NCT06226766,"PHASE1, PHASE2",the decision is based on a strategic realignment of our clinical trial priorities to optimize the overall development pathway for JSKN033,2024-01-18,unknown,PHASE2
NCT05521672,"PHASE1, PHASE2",low recruitment,2022-10-24,enrollment,PHASE2
NCT03179995,PHASE2,Grantor closed study,2017-07-07,unknown,PHASE2
NCT05516875,PHASE2,"The trial is terminated based on business decision, not due to safety concerns or regulatory requirements.",2024-01-19,safety,PHASE2
NCT04305457,PHASE2,COVID wave passed,2020-03-21,unknown,PHASE2
NCT04128319,PHASE3,Initiated a new randomized trial per discussion with FDA,2019-11-21,unknown,PHASE3
NCT05327803,"PHASE2, PHASE3",EBO-301 truncated Phase 3 study (n=97) misses primary endpoint; results unable to confirm clinical efficacy observed in Phase 2 study.,2022-05-20,efficacy,PHASE3
NCT02263729,"PHASE1, PHASE2",The study was terminated due to difficulty identifying eligible participants and the expiration of funding.,2016-08-10,unknown,PHASE2
NCT02423902,"PHASE1, PHASE2","The study was terminated after 9 subjects had enrolled under Protocol Amend 1 because of slower than expected accrual. Protocol Amendment 2 (16 May 2016) was submitted to the FDA and, based on the decision of the PI, was not submitted to the IRB.",2015-07-18,enrollment,PHASE2
NCT04394286,"PHASE1, PHASE2",Takeda has decided to not further develop the SHP648 (TAK-748) program. No subjects have been dosed with SHP648. The decision to terminate study SHP648-101 is not due to any safety concerns.,2020-05-13,safety,PHASE2
NCT04145037,"PHASE1, PHASE2",This study was voluntarily terminated by the sponsor to halt development and was not based on any safety or medical reasons.,2019-05-30,safety,PHASE2
NCT02998554,PHASE3,"Sponsor decision, unrelated to safety",2017-03-28,safety,PHASE3
NCT03071094,"PHASE1, PHASE2","The decision was taken to stop prematurely the trial due to the failure of Pexa-Vec and nivolumab in their respective pivotal trials (i.e., PHOCUS and CheckMate 459).",2017-07-27,unknown,PHASE2
NCT03935594,PHASE2,Intervention causing discomfort to participants,2020-09-18,unknown,PHASE2
NCT05265975,"PHASE1, PHASE2",The adjustment of the sponsor's research and development strategy,2022-04-07,strategy/business,PHASE2
NCT02854670,"PHASE2, PHASE3",Recruitment difficulties,2016-01-20,enrollment,PHASE3
NCT05780541,PHASE3,The agent was withdrawn from development by the manufacturer after being placed on clinical hold by the US FDA.,2021-09-15,unknown,PHASE3
NCT04002622,PHASE2,The population of target indication is small and screening is difficult.,2019-08-06,unknown,PHASE2
NCT04140305,PHASE3,Business objective has changed,2020-01-16,strategy/business,PHASE3
NCT04573153,"PHASE2, PHASE3",Planned enrollment was not fulfilled.,2020-09-21,enrollment,PHASE3
NCT04511819,PHASE3,Study terminated due to the rapidly evolving environment for the treatment of Covid-19 and ongoing challenges to identify and enroll qualified patients to participate.,2020-08-28,enrollment,PHASE3
NCT04551066,PHASE3,The study was terminated due to futility.,2021-05-24,unknown,PHASE3
NCT04363801,PHASE2,experimental treatment will not be more efficacious than its comparator in the primary endpoint of PFS,2020-07-29,unknown,PHASE2
NCT04442581,PHASE2,Terminated due to slow accrual,2021-04-20,unknown,PHASE2
NCT02901067,PHASE2,COVID-19 pandemic and high proportion of patients meeting exclusion criteria.,2017-02-03,enrollment,PHASE2
NCT04111107,PHASE2,PI left the institution and site decided not to continue the study,2020-04-22,unknown,PHASE2
NCT04905212,PHASE2,Decision that continuing with the study would not generate useful data,2021-11-04,unknown,PHASE2
NCT02618512,"PHASE1, PHASE2",The Sponsor's decision to terminate the SBC-103 program was reached after review of the data from all interventional clinical studies of SBC-103.,2015-10-15,unknown,PHASE2
NCT02530307,PHASE2,Administrative,Feb-16,unknown,PHASE2
NCT04729595,"PHASE2, PHASE3",Study did not demonstrate statistical significance of its primary endpoint of clinical resolution of COVID-19 symptoms at day 14 versus placebo,2021-09-01,unknown,PHASE3
NCT04697056,PHASE2,Administrative Reason,2021-01-25,unknown,PHASE2
NCT06418711,PHASE3,Futility,2024-09-11,unknown,PHASE3
NCT04617054,PHASE2,The study was discontinued early by the Sponsor for business reasons on 06 Dec 2024,2021-06-01,strategy/business,PHASE2
NCT03699956,PHASE3,"RRx-001 will be studied under a new global, phase 3 clinical trial",2018-12-24,unknown,PHASE3
NCT05009953,PHASE2,Internal strategy change. Not related to safety concerns.,2021-09-01,safety,PHASE2
NCT02179177,PHASE3,funding has been exhausted,Jan-15,unknown,PHASE3
NCT04671901,PHASE2,Lack of accrual,2020-12-10,unknown,PHASE2
NCT03326128,PHASE2,"Due to the COVID-19 pandemic, it was difficult to recruit eligible participants.",2021-09-01,enrollment,PHASE2
NCT05265728,PHASE3,"Due to sponsor decision, not for efficacy or safety reasons.",2022-04-26,efficacy,PHASE3
NCT06139328,PHASE2,Sponsor decision,2023-12-05,strategy/business,PHASE2
NCT02597153,PHASE2,Just one subject enrolled in this trial during one and a half years.,Oct-15,enrollment,PHASE2
NCT03736967,PHASE2,Lack of efficacy,2018-11-12,efficacy,PHASE2
NCT02955771,PHASE2,Business Decision,2017-05-17,strategy/business,PHASE2
NCT03787095,"PHASE1, PHASE2",Stopped by monitoring committee recommendation due to adverse events,2019-08-13,safety,PHASE2
NCT04004000,PHASE2,Sponsor Decision,2019-08-23,strategy/business,PHASE2
NCT03393000,PHASE3,Business decision on behalf of the Sponsor.,2018-01-16,strategy/business,PHASE3
NCT03355482,PHASE2,"poor recruitment, funding",2017-04-10,enrollment,PHASE2
NCT04933227,PHASE2,Sponsor's decision to terminate the study after Stage 1; will not proceed with Stage 2.,2021-08-06,unknown,PHASE2
NCT03490942,PHASE2,Primary endpoint was not met,2018-03-15,unknown,PHASE2
NCT02671942,PHASE2,,Mar-16,unknown,PHASE2
NCT01042015,PHASE2,Enrollment was too slow with little potential for success. The complexities and resources needed for the intervention outweigh the very low probability of benefiting a rare patient. The DSMB and investigators agreed to terminate the study.,Oct-16,enrollment,PHASE2
NCT05589597,"PHASE1, PHASE2","Sponsor decision to stop recruitment in context of overall EO4010 development goals. Stop of recruitment was not related to any safety concern, with the safety profile of EO4010 being benign",2023-06-01,safety,PHASE2
NCT03817190,PHASE2,Based on Interim Analysis results,2019-09-19,unknown,PHASE2
NCT02871297,PHASE3,The study was terminated based on new efficacy data from another study.,2016-08-17,efficacy,PHASE3
